incidentType,declarationDate,disasterNumber,county,damagedStateAbbreviation,damagedCity,damagedZipCode,applicantAge,householdComposition,occupantsUnderTwo,occupants2to5,occupants6to18,occupants19to64,occupants65andOver,grossIncome,ownRent,primaryResidence,residenceType,homeOwnersInsurance,floodInsurance,registrationMethod,ihpReferral,ihpEligible,ihpAmount,fipAmount,haReferral,haEligible,haAmount,haStatus,onaReferral,onaEligible,onaAmount,utilitiesOut,homeDamage,autoDamage,emergencyNeeds,foodNeed,shelterNeed,accessFunctionalNeeds,sbaEligible,sbaApproved,inspnIssued,inspnReturned,habitabilityRepairsRequired,rpfvl,ppfvl,renterDamageLevel,destroyed,waterLevel,highWaterLocation,floodDamage,floodDamageAmount,foundationDamage,foundationDamageAmount,roofDamage,roofDamageAmount,tsaEligible,tsaCheckedIn,rentalAssistanceEligible,rentalAssistanceAmount,repairAssistanceEligible,repairAmount,replacementAssistanceEligible,replacementAmount,personalPropertyEligible,personalPropertyAmount,ihpMax,haMax,onaMax,lastRefresh,id
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,65+,2,0,0,0,0,2,"$15,000-$30,000",Renter,true,House/Duplex,false,false,Mobile,true,true,15289.25,0,true,true,10273,IRCT - Ineligible Recertification ,true,true,5016.25,true,true,true,true,true,true,false,false,false,true,true,true,0,4996.2,Renter-Major Damage(Renter No Cost),false,0,,false,0,false,0,false,0,false,false,true,10273,false,0,false,0,true,4766.25,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae10656134e9
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,>5,1,1,2,2,0,"$120,001-$175,000",Owner,true,House/Duplex,true,true,Mobile,true,false,0,0,true,false,0,"INS,INSFI - Ineligible Insured, Has Flood Insurance",true,false,0,false,true,false,true,true,true,false,false,false,true,true,,0,0,,false,0,,false,0,false,0,false,0,true,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613507
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,3,0,1,0,2,0,"$60,001-$120,000",Owner,true,House/Duplex,true,false,Internet,true,false,0,0,true,false,0,INI - Ineligible - Ineligible Insurance,true,false,0,true,true,false,true,true,,false,false,false,true,true,true,9023.81,750.48,,false,0,,false,0,false,0,true,1026.74,true,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae10656134cd
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,50-64,1,0,0,0,1,0,"$15,000-$30,000",Renter,true,House/Duplex,false,false,Internet,true,false,0,0,true,false,0,WVO - Withdrawn - Applicant Withdrew Voluntarily,true,false,0,true,true,false,true,true,true,false,false,false,true,true,,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae10656134db
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,2,0,0,0,2,0,"$15,000-$30,000",Renter,true,Apartment,false,false,Internet,true,true,4289.93,0,true,true,1734,TSAI - Transitional Shelter Assistance Information,true,true,2555.93,true,true,false,true,,true,false,false,false,true,true,true,0,2785.88,Renter-Moderate Damage(Renter No Cost),false,0,,false,0,false,0,false,0,true,true,true,1734,false,0,false,0,true,2555.93,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613505
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,4,0,1,1,2,0,"$60,001-$120,000",Owner,true,House/Duplex,true,false,Mobile,true,false,0,0,true,false,0,"INR,INS - Ineligible No Relocation, Insured",false,false,0,true,true,false,true,true,true,false,false,false,true,true,true,8079.87,139.99,,false,0,,false,0,false,0,true,437.72,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613506
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,65+,1,0,0,0,0,1,"$15,000-$30,000",Owner,true,Mobile Home,true,false,Internet,true,true,15623.37,0,true,true,15393.42,ERCT - Eligible - Recertification  ,true,true,229.95,true,true,false,true,,true,false,false,false,true,true,true,4177.42,459.9,,false,0,,false,0,true,463.81,true,1300.84,false,false,true,11216,true,4177.42,false,0,true,229.95,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae10656134e1
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,35-49,2,0,0,1,1,0,"$30,001-$60,000",Owner,true,House/Duplex,true,true,Mobile,false,false,0,0,false,false,0,,false,false,0,true,false,false,true,true,,false,false,false,false,false,,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae10656134f2
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,4,0,1,1,2,0,"$15,000-$30,000",Renter,true,Townhouse,false,false,Mobile,true,true,7635.22,0,true,true,2022,TSAI - Transitional Shelter Assistance Information,true,true,5613.22,true,true,false,true,true,true,false,false,false,true,true,true,0,5573.12,Renter-Moderate Damage(Renter No Cost),false,0,,false,0,false,0,false,0,true,true,true,2022,false,0,false,0,true,5113.22,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae10656134d5
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,35-49,5,1,1,0,3,0,"$60,001-$120,000",Renter,true,Townhouse,false,false,Mobile,true,false,0,0,true,false,0,INS - Insured,true,false,0,false,true,false,true,true,true,false,false,false,false,false,,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae10656134d6
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,35-49,5,1,0,1,3,0,"$60,001-$120,000",Owner,true,House/Duplex,true,false,Mobile,true,false,0,0,true,false,0,INS - Insured,false,false,0,false,true,false,true,,true,false,false,false,false,false,,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613532
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,1,0,0,0,1,0,"$15,000-$30,000",Renter,true,House/Duplex,false,false,Mobile,false,false,0,0,false,false,0,TSA - Transitional Sheltering Assistance,false,false,0,false,false,false,true,,true,false,false,false,false,false,,0,0,,false,0,,false,0,false,0,false,0,true,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae106561353d
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,>5,0,2,2,3,0,"$15,000-$30,000",Owner,true,House/Duplex,true,true,Mobile,true,false,0,0,true,false,0,"ILDOBR,WVO - Ineligible Ineligible Linked For Duplicate Review, Withdrawn - Applicant Withdrew Voluntarily",false,false,0,false,true,false,true,,true,false,false,false,true,true,,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613545
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,5,1,1,1,2,0,"$60,001-$120,000",Owner,true,House/Duplex,true,false,Mobile,true,false,0,0,true,false,0,"INR,INS - Ineligible No Relocation, Insured",true,false,0,false,true,false,true,true,,false,true,true,true,true,true,1846.2,0,,false,0,,false,0,false,0,true,494,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae106561350d
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,4,0,1,1,2,0,"$60,001-$120,000",Owner,true,Mobile Home,true,false,Internet,true,true,2522,0,true,true,2022,IOWNV - Ownership Not Verified,true,true,500,true,true,false,true,,true,false,true,true,true,true,true,798.52,0,,false,0,,false,0,false,0,true,46.08,true,true,true,2022,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613527
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,65+,2,0,0,0,1,1,"$15,000-$30,000",Renter,true,House/Duplex,false,true,Internet,true,false,0,0,true,false,0,"ILDOBR,WVO - Ineligible Ineligible Linked For Duplicate Review, Withdrawn - Applicant Withdrew Voluntarily",true,false,0,false,true,false,true,,true,false,false,false,true,true,,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae106561352d
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,2,0,0,0,2,0,"$15,000-$30,000",Renter,true,Apartment,false,false,Mobile,true,true,4015.57,0,true,true,2522.36,IRCT - Ineligible Recertification ,true,true,1493.21,true,true,false,true,true,true,false,false,false,true,true,true,0,993.21,Renter-Moderate Damage(Renter No Cost),false,0,,false,0,false,0,false,0,true,true,true,2022,false,0,false,0,true,993.21,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613512
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,35-49,3,0,0,1,2,0,"$30,001-$60,000",Owner,true,House/Duplex,true,false,Mobile,true,false,0,0,true,false,0,TSA - Transitional Sheltering Assistance,true,false,0,true,true,false,true,true,true,false,false,false,true,true,true,5577.7,0,,false,0,,false,0,false,0,true,1331.12,true,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae106561351b
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,65+,4,0,0,3,0,1,">$175,000",Owner,true,House/Duplex,true,false,Internet,true,false,0,0,true,false,0,INI - Ineligible - Ineligible Insurance,true,false,0,true,true,false,true,true,true,false,false,false,true,true,true,3478.55,0,,false,0,,false,0,false,0,true,864.5,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613526
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,2,0,1,0,1,0,"$15,000-$30,000",Renter,true,Townhouse,false,false,Mobile,true,true,22081,0,true,true,19151,ERCT - Eligible - Recertification  ,true,true,2930,true,true,false,false,,,false,false,false,true,true,true,0,2930,Renter-Moderate Damage(Renter No Cost),false,0,,false,0,false,0,false,0,true,false,true,19151,false,0,false,0,true,2930,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613540
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,35-49,1,0,0,0,1,0,"$15,000-$30,000",Renter,true,Mobile Home,false,false,Mobile,true,false,0,0,true,false,0,IID- Ineligible - Insufficient Damage,false,false,0,true,true,false,true,true,true,false,false,false,true,true,false,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613531
